"daily_curr_date","daily_curr_name","daily_curr_rate"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-10","RMB","1"
"2024-12-01","RMB","1"
"2024-12-01","CNY","1"
"2024-12-01","EUR","7.643"
"2024-12-01","GBP","9.2042"
"2024-12-01","HKD","0.9298"
"2024-12-01","JPY","0.048259"
"2024-12-01","RUB","0.066"
"2024-12-01","USD","7.2362"
"2024-12-08","CZK","0.306748"
"2025-01-21","CZK","0.299401"
"2025-01-31","CZK","0.301205"
"2025-02-01","CZK","0.301205"
"2025-02-02","RMB","1"
"2025-02-02","CNY","1"
"2025-02-02","EUR","7.5217"
"2025-02-02","GBP","8.9942"
"2025-02-02","HKD","0.9327"
"2025-02-02","JPY","0.046746"
"2025-02-02","RUB","0.0706"
"2025-02-02","USD","7.2692"
"2025-02-06","CZK","0.301205"
"2025-02-08","EUR","7.512"
"2025-02-08","GBP","9.0271"
"2025-02-08","HKD","0.935"
"2025-02-08","JPY","0.048021"
"2025-02-08","RUB","0.0718"
"2025-02-08","USD","7.2851"
"2025-02-12","RMB","1"
"2025-02-12","CNY","1"
"2025-02-14","RMB","1"
"2025-02-14","CNY","1"
"2025-02-14","EUR","7.5975"
"2025-02-14","GBP","9.1255"
"2025-02-14","HKD","0.9304"
"2025-02-14","JPY","0.047509"
"2025-02-14","RUB","0.0768"
"2025-02-14","USD","7.2432"
"2025-02-16","EUR","7.5933"
"2025-02-16","GBP","9.1087"
"2025-02-16","HKD","0.931"
"2025-02-16","JPY","0.047486"
"2025-02-16","RUB","0.079808"
"2025-02-16","USD","7.246377"
"2025-02-16","CZK","0.303951"
"2025-02-17","CZK","0.303951"
"2025-02-18","EUR","7.5907"
"2025-02-18","GBP","9.1536"
"2025-02-18","HKD","0.9346"
"2025-02-18","JPY","0.047854"
"2025-02-18","RUB","0.0759"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-10","CNY","1"
"2024-12-28","RMB","1"
"2024-12-28","CNY","1"
"2024-12-28","EUR","7.5855"
"2024-12-18","EUR","7.6174"
"2024-12-18","GBP","9.2255"
"2024-12-18","HKD","0.936"
"2024-12-18","JPY","0.047176"
"2024-12-18","RUB","0.0683"
"2024-12-18","USD","7.2747"
"2024-12-23","RMB","1"
"2024-12-23","CNY","1"
"2024-12-23","EUR","7.5621"
"2024-12-23","GBP","9.1154"
"2024-12-23","HKD","0.9375"
"2024-12-23","JPY","0.046276"
"2024-12-23","RUB","0.0697"
"2024-12-23","USD","7.2871"
"2024-12-29","RMB","1"
"2024-12-29","CNY","1"
"2024-12-29","EUR","7.5855"
"2024-12-29","GBP","9.1536"
"2024-12-29","HKD","0.9389"
"2024-12-29","JPY","0.046069"
"2024-12-29","RUB","0.070621"
"2024-12-29","USD","7.29927"
"2025-01-07","RMB","1"
"2025-01-07","CNY","1"
"2025-01-07","EUR","7.5729"
"2025-01-07","GBP","9.131"
"2025-01-07","HKD","0.9408"
"2025-01-07","JPY","0.046228"
"2025-01-07","RUB","0.068"
"2025-01-07","USD","7.3166"
"2025-01-08","RMB","1"
"2025-01-08","CNY","1"
"2025-01-08","EUR","7.5298"
"2025-01-08","GBP","9.0199"
"2025-01-08","HKD","0.9408"
"2025-01-08","JPY","0.046136"
"2025-01-08","RUB","0.068"
"2025-01-08","USD","7.3201"
"2025-02-12","CZK","0.301205"
"2025-02-18","USD","7.2672"
"2025-02-21","CZK","0.30303"
"2025-02-22","EUR","7.5651"
"2025-02-22","GBP","9.1339"
"2024-12-28","GBP","9.1536"
"2024-12-28","HKD","0.9389"
"2024-12-28","JPY","0.046069"
"2024-12-28","RUB","0.070621"
"2024-12-28","USD","7.29927"
"2025-01-03","RMB","1"
"2025-01-03","CNY","1"
"2025-01-15","RMB","1"
"2025-01-15","CNY","1"
"2025-01-15","EUR","7.5263"
"2025-01-15","GBP","8.9518"
"2025-01-15","HKD","0.9397"
"2025-01-15","JPY","0.046699"
"2025-01-15","RUB","0.0693"
"2025-01-15","USD","7.3181"
"2025-01-16","RMB","1"
"2025-01-16","CNY","1"
"2025-01-20","RMB","1"
"2025-01-20","CNY","1"
"2025-01-20","EUR","7.5384"
"2025-01-20","GBP","8.9131"
"2025-01-20","HKD","0.9332"
"2025-01-20","JPY","0.046533"
"2025-01-20","RUB","0.0688"
"2025-01-20","USD","7.2622"
"2025-01-22","CZK","0.3003"
"2025-01-29","RMB","1"
"2025-01-29","CNY","1"
"2025-01-29","EUR","7.5475"
"2025-01-29","GBP","9.013"
"2025-01-29","HKD","0.93"
"2025-01-29","JPY","0.046585"
"2025-01-29","RUB","0.0703"
"2025-01-29","USD","7.2452"
"2025-02-02","CZK","0.301205"
"2025-02-04","RMB","1"
"2025-02-04","CNY","1"
"2025-02-04","EUR","7.529"
"2025-02-04","GBP","9.0529"
"2025-02-04","HKD","0.9371"
"2025-02-04","JPY","0.046935"
"2025-02-04","RUB","0.0705"
"2025-02-04","USD","7.3001"
"2025-02-22","HKD","0.9323"
"2025-02-22","JPY","0.048478"
"2025-02-22","RUB","0.081766"
"2025-02-22","USD","7.246377"
"2025-02-23","CZK","0.30303"
"2025-02-24","RMB","1"
"2025-02-24","CNY","1"
"2025-03-02","RMB","1"
"2025-03-02","CNY","1"
"2025-03-02","EUR","7.5324"
"2025-03-02","GBP","9.1317"
"2025-03-02","HKD","0.9346"
"2025-03-02","JPY","0.04818"
"2025-03-02","RUB","0.08244"
"2025-03-02","USD","7.29927"
"2025-03-02","CZK","0.302115"
"2025-03-03","CZK","0.30303"
"2025-03-04","CZK","0.304878"
"2025-03-07","CZK","0.3125"
"2025-03-09","RMB","1"
"2025-03-09","CNY","1"
"2025-03-09","CZK","0.314465"
"2025-03-12","CZK","0.315457"
"2025-03-13","EUR","7.8455"
"2025-03-13","GBP","9.3477"
"2025-03-13","HKD","0.9305"
"2025-03-13","JPY","0.048846"
"2025-03-13","RUB","0.0793"
"2025-03-13","USD","7.2332"
"2025-03-13","CZK","0.315457"
"2025-03-16","CZK","0.314465"
"2025-03-17","RMB","1"
"2025-03-17","CNY","1"
"2025-03-17","EUR","7.8719"
"2025-03-17","GBP","9.3603"
"2025-03-17","HKD","0.9286"
"2025-03-17","JPY","0.048495"
"2025-03-17","RUB","0.0814"
"2025-03-17","USD","7.2163"
"2025-03-22","RMB","1"
"2025-03-22","CNY","1"
"2025-03-22","EUR","7.8188"
"2025-03-22","GBP","9.3392"
"2025-03-22","HKD","0.9314"
"2025-03-22","JPY","0.048405"
"2025-03-22","RUB","0.08569"
"2025-03-22","USD","7.246377"
"2025-03-23","CZK","0.314465"
"2025-03-24","RMB","1"
"2025-03-24","CNY","1"
"2025-03-24","EUR","7.8098"
"2025-03-24","GBP","9.3406"
"2025-03-24","HKD","0.932"
"2025-03-24","JPY","0.047992"
"2025-03-24","RUB","0.0817"
"2025-03-24","USD","7.2462"
"2025-03-25","RMB","1"
"2025-03-25","CNY","1"
"2025-02-05","RMB","1"
"2025-02-05","CNY","1"
"2025-02-05","EUR","7.553"
"2025-02-05","GBP","9.068"
"2025-02-05","HKD","0.9322"
"2025-02-05","JPY","0.047623"
"2025-02-05","RUB","0.0698"
"2025-02-05","USD","7.2602"
"2025-02-06","RMB","1"
"2025-02-06","CNY","1"
"2025-02-06","EUR","7.5335"
"2025-02-06","GBP","9.0186"
"2025-02-06","HKD","0.9345"
"2025-02-06","JPY","0.047844"
"2025-02-06","RUB","0.0721"
"2025-02-06","USD","7.2771"
"2025-02-14","CZK","0.303951"
"2025-02-20","EUR","7.5621"
"2025-02-20","GBP","9.1276"
"2025-02-20","HKD","0.93"
"2025-02-20","JPY","0.048271"
"2025-02-20","RUB","0.0775"
"2025-02-20","USD","7.2322"
"2025-02-24","CZK","0.30303"
"2025-02-25","CZK","0.30303"
"2025-03-01","CZK","0.302115"
"2025-03-04","EUR","7.6235"
"2025-03-04","GBP","9.2125"
"2025-03-04","HKD","0.9331"
"2025-03-04","JPY","0.048773"
"2025-03-04","RUB","0.0782"
"2025-03-04","USD","7.2542"
"2025-03-09","EUR","7.8272"
"2025-03-09","GBP","9.3357"
"2025-03-09","HKD","0.9311"
"2025-03-09","JPY","0.048784"
"2025-03-09","RUB","0.081301"
"2025-03-09","USD","7.246377"
"2025-03-13","RMB","1"
"2025-03-13","CNY","1"
"2025-03-17","CZK","0.314465"
"2025-03-18","EUR","7.8723"
"2025-03-18","GBP","9.3526"
"2025-03-18","HKD","0.9285"
"2025-03-18","JPY","0.048158"
"2025-03-18","RUB","0.0839"
"2025-03-18","USD","7.2153"
"2025-03-19","RMB","1"
"2025-03-19","CNY","1"
"2025-03-19","EUR","7.8398"
"2025-03-19","GBP","9.3422"
"2025-03-19","HKD","0.9287"
"2025-03-19","JPY","0.048011"
"2025-03-19","RUB","0.0839"
"2025-03-19","USD","7.2173"
"2025-03-19","CZK","0.315457"
"2025-03-21","RMB","1"
"2025-03-21","CNY","1"
"2025-03-21","EUR","7.808"
"2025-03-21","GBP","9.3279"
"2025-03-21","HKD","0.9312"
"2025-03-21","JPY","0.048522"
"2025-03-21","RUB","0.0816"
"2025-03-21","USD","7.2392"
"2025-03-23","RMB","1"
"2025-03-23","CNY","1"
"2025-03-23","EUR","7.8199"
"2025-03-23","GBP","9.342"
"2025-03-23","HKD","0.9315"
"2025-03-23","JPY","0.048409"
"2025-03-23","RUB","0.0817"
"2025-03-23","USD","7.2422"
"2025-03-27","EUR","7.8339"
"2025-03-27","GBP","9.4047"
"2025-03-27","HKD","0.9326"
"2025-03-27","JPY","0.048039"
"2025-03-27","RUB","0.0823"
"2024-12-20","RMB","1"
"2024-12-20","CNY","1"
"2024-12-20","EUR","7.5613"
"2024-12-20","GBP","9.1235"
"2024-12-20","HKD","0.9374"
"2024-12-20","JPY","0.04646"
"2024-12-20","RUB","0.0691"
"2024-12-20","USD","7.2871"
"2025-01-10","RMB","1"
"2025-01-10","CNY","1"
"2025-01-10","EUR","7.4931"
"2025-01-10","GBP","8.9435"
"2025-01-10","HKD","0.9403"
"2025-01-10","JPY","0.046336"
"2025-01-10","RUB","0.07"
"2025-01-10","USD","7.3221"
"2025-01-22","RMB","1"
"2025-01-22","CNY","1"
"2025-01-22","EUR","7.5545"
"2025-01-22","GBP","8.9316"
"2025-01-22","HKD","0.9321"
"2025-01-22","JPY","0.046356"
"2025-01-22","RUB","0.0701"
"2025-01-22","USD","7.2602"
"2025-01-24","RMB","1"
"2025-01-24","CNY","1"
"2025-01-24","EUR","7.5948"
"2025-01-24","GBP","9.0113"
"2025-01-24","HKD","0.9293"
"2025-01-24","JPY","0.046391"
"2025-01-24","RUB","0.0703"
"2025-01-24","USD","7.2392"
"2025-02-10","RMB","1"
"2025-02-10","CNY","1"
"2025-02-10","EUR","7.5115"
"2025-02-10","GBP","9.0188"
"2025-02-10","HKD","0.9362"
"2025-02-10","JPY","0.048003"
"2025-02-10","RUB","0.0719"
"2025-02-10","USD","7.2931"
"2025-03-10","RMB","1"
"2025-03-10","CNY","1"
"2025-03-10","EUR","7.8318"
"2025-03-10","GBP","9.3368"
"2025-03-10","HKD","0.9328"
"2025-03-10","JPY","0.049107"
"2025-03-10","RUB","0.0773"
"2025-03-10","USD","7.2472"
"2025-03-10","CZK","0.314465"
"2025-03-20","EUR","7.8368"
"2025-03-20","GBP","9.369"
"2025-03-20","HKD","0.9308"
"2025-03-20","JPY","0.048492"
"2025-03-20","RUB","0.0821"
"2025-03-20","USD","7.2357"
"2025-03-26","CZK","0.315457"
"2025-03-27","RMB","1"
"2025-03-27","CNY","1"
"2025-03-28","CZK","0.314465"
"2025-03-29","RMB","1"
"2025-03-29","CNY","1"
"2025-03-29","EUR","7.839"
"2025-03-29","GBP","9.3695"
"2025-03-29","HKD","0.9321"
"2025-03-29","JPY","0.048301"
"2025-03-29","RUB","0.0823"
"2025-03-29","USD","7.2512"
"2025-03-29","CZK","0.314465"
"2025-03-30","CZK","0.314465"
"2025-03-31","CZK","0.315457"
"2025-08-26","RMB","1"
"2025-08-26","CNY","1"
"2025-08-26","CZK","0"
"2025-08-26","EUR","8.3114"
"2025-08-26","GBP","9.6133"
"2025-08-26","HKD","0.916"
"2025-08-26","JPY","0.048364"
"2025-08-26","RUB","0.0855"
"2025-08-26","USD","7.1414"
"2024-12-04","CZK","0.303951"
"2024-12-19","RMB","1"
"2024-12-19","CNY","1"
"2025-01-17","CZK","0.299401"
"2025-02-20","CZK","0.302115"
"2025-03-18","CZK","0.315457"
"2025-03-27","USD","7.2532"
"2025-04-01","RMB","1"
"2025-04-01","CNY","1"
"2025-04-01","CZK","0.314465"
"2025-04-02","CZK","0.314465"
"2025-04-11","CZK","0.324675"
"2025-04-12","RMB","1"
"2025-04-12","CNY","1"
"2025-04-12","EUR","8.2505"
"2025-04-12","GBP","9.5017"
"2025-04-12","HKD","0.9387"
"2025-04-12","JPY","0.050615"
"2025-04-12","RUB","0.087184"
"2025-04-12","USD","7.29927"
"2025-04-13","EUR","8.2505"
"2025-04-13","GBP","9.5017"
"2025-04-13","HKD","0.9387"
"2025-04-13","JPY","0.050615"
"2025-04-13","RUB","0.0831"
"2025-04-13","USD","7.2821"
"2025-04-20","EUR","8.2927"
"2025-04-20","GBP","9.6783"
"2025-04-20","HKD","0.9389"
"2025-04-20","JPY","0.051173"
"2025-04-20","RUB","0.088968"
"2025-04-20","USD","7.29927"
"2025-04-25","RUB","0.0855"
"2025-04-25","USD","7.2766"
"2025-05-02","RMB","1"
"2025-05-02","CNY","1"
"2025-05-02","EUR","8.2192"
"2025-05-02","GBP","9.6379"
"2025-05-02","HKD","0.9349"
"2025-05-02","JPY","0.05017"
"2025-05-02","RUB","0.0846"
"2025-05-02","USD","7.2462"
"2025-05-03","RMB","1"
"2025-05-03","CNY","1"
"2025-05-03","EUR","8.1758"
"2025-05-03","GBP","9.6018"
"2025-05-03","HKD","0.9349"
"2025-05-03","JPY","0.049924"
"2025-05-03","RUB","0.0846"
"2025-05-03","USD","7.2462"
"2025-05-08","CZK","0.328947"
"2025-05-09","RMB","1"
"2025-05-09","CNY","1"
"2025-05-09","CZK","0.327869"
"2025-05-10","CZK","0.326797"
"2025-05-12","CZK","0.325733"
"2025-05-16","CZK","0.323625"
"2025-05-21","RMB","1"
"2025-05-21","CNY","1"
"2025-05-21","EUR","8.1389"
"2025-05-21","GBP","9.6513"
"2025-05-21","HKD","0.918"
"2025-05-21","JPY","0.049945"
"2025-05-21","RUB","0.0861"
"2025-05-21","USD","7.1893"
"2025-05-26","CZK","0.327869"
"2025-05-29","RMB","1"
"2025-05-29","CNY","1"
"2025-05-29","CZK","0.325733"
"2025-05-31","CZK","0.327869"
"2025-06-01","CZK","0.327869"
"2024-11-29","EUR","7.6228"
"2024-11-29","GBP","9.1659"
"2024-11-29","HKD","0.9291"
"2024-11-29","JPY","0.048079"
"2024-11-29","RUB","0.0659"
"2024-11-29","USD","7.2322"
"2024-12-16","RMB","1"
"2024-12-16","CNY","1"
"2025-01-05","EUR","7.5258"
"2025-01-05","GBP","9.072"
"2025-01-05","HKD","0.94"
"2025-01-05","JPY","0.046385"
"2025-01-05","RUB","0.066"
"2025-01-05","USD","7.3126"
"2025-02-11","CZK","0.3003"
"2025-02-13","CZK","0.30303"
"2025-02-15","RMB","1"
"2025-02-15","CNY","1"
"2025-03-07","RMB","1"
"2025-03-07","CNY","1"
"2025-03-07","EUR","7.8344"
"2025-03-07","GBP","9.3191"
"2025-03-07","HKD","0.9291"
"2025-03-07","JPY","0.048858"
"2025-03-07","RUB","0.0767"
"2025-03-07","USD","7.2223"
"2025-04-06","RMB","1"
"2025-04-06","CNY","1"
"2025-04-06","EUR","7.9611"
"2025-04-06","GBP","9.3679"
"2025-04-06","HKD","0.936"
"2025-04-06","JPY","0.049443"
"2025-04-06","RUB","0.086207"
"2025-04-06","USD","7.29927"
"2025-04-06","CZK","0.318471"
"2025-04-07","RMB","1"
"2025-04-07","CNY","1"
"2025-04-07","EUR","7.9629"
"2025-04-07","GBP","9.2947"
"2025-04-07","HKD","0.94"
"2025-04-07","JPY","0.049338"
"2025-04-07","RUB","0.0819"
"2025-04-07","USD","7.3051"
"2025-04-08","RMB","1"
"2025-04-08","CNY","1"
"2025-04-08","EUR","7.9823"
"2025-04-08","GBP","9.3353"
"2025-04-08","HKD","0.9426"
"2025-04-08","JPY","0.049783"
"2025-04-08","RUB","0.0822"
"2025-04-08","USD","7.3256"
"2025-04-08","CZK","0.31746"
"2025-04-10","RMB","1"
"2025-04-10","CNY","1"
"2025-04-10","EUR","8.1704"
"2025-04-10","GBP","9.448"
"2025-04-10","HKD","0.9412"
"2025-04-10","JPY","0.050507"
"2025-04-10","RUB","0.0819"
"2025-04-10","USD","7.3041"
"2025-04-10","CZK","0.321543"
"2025-04-12","CZK","0.328947"
"2025-04-13","RMB","1"
"2025-04-13","CNY","1"
"2025-04-14","RMB","1"
"2025-04-14","CNY","1"
"2025-04-14","EUR","8.278"
"2025-04-14","GBP","9.5972"
"2025-04-14","HKD","0.9407"
"2025-04-14","JPY","0.050903"
"2025-04-14","RUB","0.0833"
"2025-04-14","USD","7.2961"
"2025-04-14","CZK","0.328947"
"2025-04-20","RMB","1"
"2025-04-20","CNY","1"
"2025-04-21","RMB","1"
"2025-04-21","CNY","1"
"2025-04-27","RMB","1"
"2025-04-27","CNY","1"
"2025-04-27","EUR","8.2549"
"2025-04-27","GBP","9.672"
"2025-04-27","HKD","0.9377"
"2025-04-27","JPY","0.050531"
"2025-04-27","RUB","0.0855"
"2025-04-27","USD","7.2752"
"2025-04-28","RMB","1"
"2025-04-28","CNY","1"
"2025-04-28","EUR","8.2746"
"2025-04-28","GBP","9.7343"
"2025-04-28","HKD","0.9381"
"2025-04-28","JPY","0.050899"
"2025-04-28","RUB","0.0855"
"2025-04-28","USD","7.2771"
"2025-04-29","RMB","1"
"2025-04-29","CNY","1"
"2025-04-29","EUR","8.2641"
"2025-04-29","GBP","9.7138"
"2025-04-29","HKD","0.9356"
"2024-12-03","EUR","7.6373"
"2024-12-03","GBP","9.1987"
"2024-12-03","HKD","0.9345"
"2024-12-03","JPY","0.048678"
"2024-12-03","RUB","0.0666"
"2024-12-03","USD","7.2742"
"2025-03-03","RMB","1"
"2025-03-03","CNY","1"
"2025-03-03","EUR","7.6144"
"2025-03-03","GBP","9.2214"
"2025-03-03","HKD","0.9352"
"2025-03-03","JPY","0.048299"
"2025-03-03","RUB","0.0784"
"2025-03-03","USD","7.2732"
"2025-04-18","EUR","8.2905"
"2025-04-18","GBP","9.6608"
"2025-04-18","HKD","0.9389"
"2025-04-18","JPY","0.051141"
"2025-04-18","RUB","0.0842"
"2025-04-18","USD","7.2891"
"2025-06-03","CZK","0.330033"
"2025-06-07","RMB","1"
"2025-06-07","CNY","1"
"2025-06-08","CZK","0.331126"
"2025-06-11","CZK","0.331126"
"2025-06-15","RMB","1"
"2025-06-15","CNY","1"
"2025-06-18","CZK","0.333333"
"2025-06-23","RMB","1"
"2025-06-23","CNY","1"
"2025-06-23","CZK","0"
"2025-06-24","RMB","1"
"2025-06-24","CNY","1"
"2025-06-25","RMB","1"
"2025-06-25","CNY","1"
"2025-06-26","RMB","1"
"2025-06-26","CNY","1"
"2025-06-26","CZK","0"
"2025-06-26","EUR","8.3686"
"2025-06-26","GBP","9.8235"
"2025-06-26","HKD","0.9117"
"2025-06-26","JPY","0.049499"
"2025-06-26","RUB","0.0873"
"2025-06-26","USD","7.1574"
"2025-07-01","CZK","0"
"2025-07-01","EUR","8.408"
"2025-07-01","GBP","9.7895"
"2025-07-01","HKD","0.9109"
"2025-07-01","JPY","0.049726"
"2025-07-01","RUB","0.0878"
"2025-07-01","USD","7.1514"
"2025-07-02","RMB","1"
"2025-07-02","CNY","1"
"2025-07-04","RMB","1"
"2025-07-04","CNY","1"
"2025-07-09","RMB","1"
"2025-07-09","CNY","1"
"2025-07-10","CZK","0"
"2025-07-10","EUR","8.3616"
"2025-07-10","GBP","9.7084"
"2025-07-10","HKD","0.913"
"2025-07-10","JPY","0.048828"
"2025-07-10","RUB","0.088"
"2025-07-10","USD","7.1674"
"2025-07-14","RMB","1"
"2025-07-14","CNY","1"
"2025-07-23","RMB","1"
"2025-07-23","CNY","1"
"2025-07-31","RMB","1"
"2025-07-31","CNY","1"
"2025-07-31","CZK","0"
"2025-07-31","EUR","8.2063"
"2025-07-31","GBP","9.49"
"2025-07-31","HKD","0.9155"
"2025-07-31","JPY","0.047665"
"2025-07-31","RUB","0.0855"
"2025-07-31","USD","7.1873"
"2025-08-04","RMB","1"
"2025-08-04","CNY","1"
"2025-08-04","CZK","0"
"2025-08-04","EUR","8.2796"
"2025-08-04","GBP","9.5067"
"2025-08-04","HKD","0.9128"
"2025-08-04","JPY","0.048619"
"2025-08-04","RUB","0.0853"
"2024-11-29","RMB","1"
"2024-11-29","CNY","1"
"2024-12-24","EUR","7.5583"
"2024-12-24","GBP","9.1204"
"2024-12-24","HKD","0.9376"
"2024-12-24","JPY","0.046202"
"2024-12-24","RUB","0.0696"
"2024-12-24","USD","7.2841"
"2025-04-29","JPY","0.050938"
"2025-04-29","RUB","0.0853"
"2025-04-29","USD","7.2602"
"2025-04-30","CZK","0.332226"
"2025-05-01","RMB","1"
"2025-05-01","CNY","1"
"2025-05-01","EUR","8.1705"
"2025-05-01","GBP","9.6336"
"2025-05-01","HKD","0.9356"
"2025-05-01","JPY","0.049807"
"2025-05-01","RUB","0.0853"
"2025-05-01","USD","7.2582"
"2025-05-03","CZK","0.328947"
"2025-05-05","CZK","0.327869"
"2025-05-06","CZK","0.328947"
"2025-05-07","CZK","0.326797"
"2025-05-11","RMB","1"
"2025-05-11","CNY","1"
"2025-05-11","EUR","8.1195"
"2025-05-11","GBP","9.6011"
"2025-05-11","HKD","0.9291"
"2025-05-11","JPY","0.049642"
"2025-05-11","RUB","0.085"
"2025-05-11","USD","7.2282"
"2025-05-11","CZK","0.326797"
"2025-05-13","RMB","1"
"2025-05-13","CNY","1"
"2025-05-13","EUR","8.0227"
"2025-05-13","GBP","9.5316"
"2025-05-13","HKD","0.9227"
"2025-05-13","JPY","0.04856"
"2025-05-13","RUB","0.0856"
"2025-05-13","USD","7.1933"
"2025-05-14","RMB","1"
"2025-05-14","CNY","1"
"2025-05-14","EUR","8.0468"
"2025-05-14","GBP","9.5503"
"2025-05-14","HKD","0.9215"
"2025-05-14","JPY","0.049001"
"2025-05-14","RUB","0.0856"
"2025-05-14","USD","7.1943"
"2025-05-15","CZK","0.323625"
"2025-05-16","RMB","1"
"2025-05-16","CNY","1"
"2025-05-16","EUR","8.0068"
"2025-05-16","GBP","9.5267"
"2025-05-16","HKD","0.9211"
"2025-05-16","JPY","0.049199"
"2025-05-16","RUB","0.0862"
"2025-05-16","USD","7.1983"
"2025-05-17","CZK","0.323625"
"2025-05-18","EUR","8.0289"
"2025-05-18","GBP","9.5471"
"2025-05-18","HKD","0.9218"
"2025-05-18","JPY","0.049369"
"2025-05-18","RUB","0.089445"
"2025-05-18","USD","7.194245"
"2025-05-19","EUR","8.0824"
"2025-05-19","GBP","9.604"
"2025-05-19","HKD","0.9208"
"2025-05-19","JPY","0.049577"
"2025-05-19","RUB","0.0862"
"2025-05-19","USD","7.2023"
"2025-01-16","CZK","0.299401"
"2025-01-20","CZK","0.298507"
"2025-03-01","RMB","1"
"2025-03-01","CNY","1"
"2025-03-27","CZK","0.314465"
"2025-04-16","CZK","0.330033"
"2025-08-04","USD","7.1664"
"2025-08-08","RMB","1"
"2025-08-08","CNY","1"
"2025-08-09","CZK","0"
"2025-08-09","EUR","8.3361"
"2025-08-09","GBP","9.6321"
"2025-08-09","HKD","0.9136"
"2025-08-09","JPY","0.048458"
"2025-08-09","RUB","0.087"
"2025-08-09","USD","7.1718"
"2025-08-09","RMB","1"
"2025-08-09","CNY","1"
"2025-08-12","RMB","1"
"2025-08-12","CNY","1"
"2025-08-12","CZK","0"
"2025-08-12","EUR","8.3597"
"2025-08-12","GBP","9.6676"
"2025-08-12","HKD","0.9128"
"2025-08-12","JPY","0.048427"
"2025-08-12","RUB","0.0863"
"2025-08-12","USD","7.1664"
"2025-08-15","RMB","1"
"2025-08-15","CNY","1"
"2025-08-15","CZK","0"
"2025-08-15","EUR","8.3823"
"2025-08-15","GBP","9.7103"
"2025-08-15","HKD","0.9164"
"2025-08-15","JPY","0.048698"
"2025-08-15","RUB","0.0864"
"2025-08-15","USD","7.1704"
"2025-08-18","CZK","0"
"2025-08-18","EUR","8.3588"
"2025-08-18","GBP","9.6822"
"2025-08-18","HKD","0.9173"
"2025-08-18","JPY","0.048451"
"2025-08-18","RUB","0.0864"
"2025-08-18","USD","7.1723"
"2025-08-19","RMB","1"
"2025-08-19","CNY","1"
"2025-08-21","RMB","1"
"2025-08-21","CNY","1"
"2025-08-21","CZK","0"
"2025-08-21","EUR","8.3088"
"2025-08-21","GBP","9.6052"
"2025-08-21","HKD","0.9175"
"2025-08-21","JPY","0.048235"
"2025-08-21","RUB","0.0858"
"2025-08-21","USD","7.1694"
"2025-08-22","RMB","1"
"2025-08-22","CNY","1"
"2025-08-24","RMB","1"
"2025-08-24","CNY","1"
"2025-09-02","CZK","0"
"2025-09-02","EUR","8.3027"
"2025-09-02","GBP","9.5332"
"2025-09-02","HKD","0.9133"
"2025-09-02","JPY","0.048038"
"2025-09-02","RUB","0.0853"
"2025-09-02","USD","7.1284"
"2025-01-04","EUR","7.5258"
"2025-01-04","GBP","9.072"
"2025-01-04","HKD","0.94"
"2025-01-04","JPY","0.046385"
"2025-01-04","RUB","0.066"
"2025-01-04","USD","7.3126"
"2025-02-19","RMB","1"
"2025-02-19","CNY","1"
"2025-02-19","EUR","7.5668"
"2025-02-19","GBP","9.1383"
"2025-02-19","HKD","0.9343"
"2025-02-19","JPY","0.04788"
"2025-02-19","RUB","0.0759"
"2025-02-19","USD","7.2672"
"2025-04-17","EUR","8.2686"
"2025-04-17","GBP","9.6377"
"2025-04-17","HKD","0.9386"
"2025-04-17","JPY","0.051119"
"2025-04-17","RUB","0.0832"
"2025-04-17","USD","7.2871"
"2025-05-20","RMB","1"
"2025-05-20","CNY","1"
"2025-05-20","EUR","8.0969"
"2025-05-20","GBP","9.6159"
"2025-05-20","HKD","0.9204"
"2025-05-20","JPY","0.049693"
"2025-05-20","RUB","0.0863"
"2025-05-20","USD","7.2043"
"2025-05-21","CZK","0.326797"
"2025-05-22","RUB","0.0861"
"2025-05-22","USD","7.1933"
"2025-05-24","RMB","1"
"2025-05-24","CNY","1"
"2025-05-24","EUR","8.1367"
"2025-05-24","GBP","9.6939"
"2025-05-24","HKD","0.9154"
"2025-07-27","RMB","1"
"2025-07-27","CNY","1"
"2025-02-21","RMB","1"
"2025-02-21","CNY","1"
"2025-02-21","EUR","7.5608"
"2025-02-21","GBP","9.1364"
"2025-02-21","HKD","0.9315"
"2025-02-21","JPY","0.048286"
"2025-02-21","RUB","0.0776"
"2025-02-21","USD","7.2392"
"2025-05-24","JPY","0.050198"
"2025-05-24","RUB","0.0858"
"2025-05-24","USD","7.1704"
"2025-05-24","CZK","0.327869"
"2025-05-25","RMB","1"
"2025-05-25","CNY","1"
"2025-05-25","EUR","8.1367"
"2025-05-25","GBP","9.6939"
